Track Name,,Line name,1150114XYLDN,Report Name,Wear_right,Operator,
Starting Km,101.800,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2026.01.15, Measurement Time, 01:34:32

check,mile(Km),W1/R,W2/R,W3/R,W4/R,ID
625,101.643750,inf,inf,inf,inf,
626,101.643500,inf,inf,inf,inf,
627,101.643250,inf,inf,inf,inf,
628,101.643000,inf,inf,inf,inf,
629,101.642750,inf,inf,inf,inf,
630,101.642500,inf,inf,inf,inf,
631,101.642250,16.4,25.4,30.0,21.8,
632,101.642000,inf,inf,inf,inf,
633,101.641750,inf,inf,inf,inf,
634,101.641500,inf,inf,inf,inf,
635,101.641250,inf,inf,inf,inf,
636,101.641000,inf,inf,inf,inf,
637,101.640750,inf,inf,inf,inf,
638,101.640500,inf,inf,inf,inf,
639,101.640250,inf,inf,inf,inf,
640,101.640000,inf,inf,inf,inf,
641,101.639750,inf,inf,inf,inf,
642,101.639500,inf,inf,inf,inf,
643,101.639250,inf,inf,inf,inf,
644,101.639000,inf,inf,inf,inf,
645,101.638750,inf,inf,inf,inf,
646,101.638500,inf,inf,inf,inf,
647,101.638250,inf,inf,inf,inf,
648,101.638000,inf,inf,inf,inf,
649,101.637750,inf,inf,inf,inf,
650,101.637500,inf,inf,inf,inf,
651,101.637250,inf,inf,inf,inf,
652,101.637000,inf,inf,inf,inf,
653,101.636750,inf,inf,inf,inf,
654,101.636500,inf,inf,inf,inf,
655,101.636250,inf,inf,inf,inf,
656,101.636000,inf,inf,inf,inf,
657,101.635750,inf,inf,inf,inf,
658,101.635500,inf,inf,inf,inf,
659,101.635250,inf,inf,inf,inf,
660,101.635000,inf,inf,inf,inf,
661,101.634750,inf,inf,inf,inf,
662,101.634500,inf,inf,inf,inf,
663,101.634250,inf,inf,inf,inf,
664,101.634000,inf,inf,inf,inf,
665,101.633750,inf,inf,inf,inf,
666,101.633500,inf,inf,inf,inf,
667,101.633250,16.5,25.4,30.0,22.0,
668,101.633000,inf,inf,inf,inf,
669,101.632750,inf,inf,inf,inf,
670,101.632500,inf,inf,inf,inf,
671,101.632250,inf,inf,inf,inf,
672,101.632000,inf,inf,inf,inf,
673,101.631750,inf,inf,inf,inf,
674,101.631500,inf,inf,inf,inf,
675,101.631250,inf,inf,inf,inf,
676,101.631000,inf,inf,inf,inf,
677,101.630750,inf,inf,inf,inf,
678,101.630500,15.8,25.4,30.0,21.4,
679,101.630250,inf,inf,inf,inf,
680,101.630000,inf,inf,inf,inf,
681,101.629750,15.3,25.3,30.0,20.9,
682,101.629500,inf,inf,inf,inf,
683,101.629250,inf,inf,inf,inf,
684,101.629000,inf,inf,inf,inf,
685,101.628750,inf,inf,inf,inf,
686,101.628500,inf,inf,inf,inf,
687,101.628250,inf,inf,inf,inf,
688,101.628000,inf,inf,inf,inf,
689,101.627750,inf,inf,inf,inf,
690,101.627500,inf,inf,inf,inf,
691,101.627250,inf,inf,inf,inf,
692,101.627000,10.5,24.8,27.6,16.6,
693,101.626750,inf,inf,inf,inf,
694,101.626500,inf,inf,inf,inf,
695,101.626250,10.3,24.8,27.5,16.4,
696,101.626000,inf,inf,inf,inf,
697,101.625750,inf,inf,inf,inf,
698,101.625500,inf,inf,inf,inf,
699,101.625250,inf,inf,inf,inf,
700,101.625000,inf,inf,inf,inf,
701,101.624750,inf,inf,inf,inf,
702,101.624500,inf,inf,inf,inf,
703,101.624250,inf,inf,inf,inf,
704,101.624000,5.8,0.0,10.9,inf,
705,101.623750,5.3,inf,3.7,inf,
706,101.623500,13.7,25.1,29.8,19.4,
707,101.623250,13.7,25.1,29.8,19.5,
708,101.623000,13.3,25.1,29.5,19.1,
709,101.622750,13.7,25.1,29.8,19.5,
710,101.622500,4.9,0.0,7.5,inf,
711,101.622250,6.0,0.0,10.8,inf,
712,101.622000,8.0,inf,14.3,inf,
713,101.621750,inf,inf,inf,5.8,
714,101.621500,inf,inf,0.0,11.2,
715,101.621250,12.5,inf,0.2,-30.0,
716,101.621000,18.7,8.6,1.5,10.8,
717,101.620750,10.9,8.4,2.8,-30.0,
718,101.620500,7.9,inf,0.0,-30.0,
719,101.620250,6.8,0.2,0.0,inf,
720,101.620000,inf,inf,0.0,11.4,
721,101.619750,inf,inf,inf,2.0,
722,101.619500,20.4,0.0,30.0,-9.4,
723,101.619250,13.0,1.6,20.3,inf,
724,101.619000,inf,inf,inf,inf,
725,101.618750,inf,inf,inf,inf,
726,101.618500,inf,inf,inf,inf,
727,101.618250,inf,inf,inf,inf,
728,101.618000,inf,inf,inf,inf,
729,101.617750,inf,inf,inf,inf,
730,101.617500,inf,inf,inf,inf,
731,101.617250,inf,inf,inf,inf,
732,101.617000,inf,inf,inf,inf,
733,101.616750,inf,inf,inf,inf,
734,101.616500,inf,inf,inf,inf,
735,101.616250,inf,inf,inf,inf,
736,101.616000,inf,inf,inf,inf,
737,101.615750,inf,inf,inf,inf,
738,101.615500,inf,inf,inf,inf,
739,101.615250,inf,inf,inf,inf,
740,101.615000,inf,inf,inf,inf,
741,101.614750,inf,inf,inf,inf,
742,101.614500,inf,inf,inf,inf,
743,101.614250,inf,inf,inf,inf,
744,101.614000,inf,inf,inf,inf,
745,101.613750,inf,inf,inf,inf,
746,101.613500,inf,inf,inf,inf,
747,101.613250,inf,inf,inf,inf,
748,101.613000,inf,inf,inf,inf,
749,101.612750,inf,inf,inf,inf,
750,101.612500,inf,inf,inf,inf,
751,101.612250,inf,inf,inf,inf,
752,101.612000,inf,inf,inf,inf,
753,101.611750,inf,inf,inf,inf,
754,101.611500,24.2,23.6,30.0,28.5,
755,101.611250,inf,inf,inf,inf,
756,101.611000,inf,inf,inf,inf,
757,101.610750,inf,inf,inf,inf,
758,101.610500,inf,inf,inf,inf,
759,101.610250,inf,inf,inf,inf,
760,101.610000,inf,inf,inf,inf,
761,101.609750,inf,inf,inf,inf,
762,101.609500,inf,inf,inf,inf,
763,101.609250,23.7,24.7,30.0,28.2,
764,101.609000,inf,inf,inf,inf,
765,101.608750,inf,inf,inf,inf,
766,101.608500,22.6,25.6,30.0,27.3,
767,101.608250,inf,inf,inf,inf,
768,101.608000,inf,inf,inf,inf,
769,101.607750,21.9,25.9,30.0,26.7,
770,101.607500,inf,inf,inf,inf,
771,101.607250,inf,inf,inf,inf,
772,101.607000,inf,inf,inf,inf,
773,101.606750,inf,inf,inf,inf,
774,101.606500,inf,inf,inf,inf,
775,101.606250,inf,inf,inf,inf,
776,101.606000,inf,inf,inf,inf,
777,101.605750,inf,inf,inf,inf,
778,101.605500,inf,inf,inf,inf,
779,101.605250,19.5,25.8,30.0,24.7,
780,101.605000,inf,inf,inf,inf,
781,101.604750,19.6,25.8,30.0,24.7,
782,101.604500,inf,inf,inf,inf,
783,101.604250,inf,inf,inf,inf,
784,101.604000,18.9,25.7,30.0,24.1,
785,101.603750,inf,inf,inf,inf,
786,101.603500,inf,inf,inf,inf,
787,101.603250,17.9,25.6,30.0,23.2,
788,101.603000,inf,inf,inf,inf,
789,101.602750,inf,inf,inf,inf,
790,101.602500,17.5,25.6,30.0,22.9,
791,101.602250,inf,inf,inf,inf,
792,101.602000,inf,inf,inf,inf,
793,101.601750,17.2,25.5,30.0,22.7,
794,101.601500,inf,inf,inf,inf,
795,101.601250,inf,inf,inf,inf,
796,101.601000,16.5,25.5,30.0,22.1,
797,101.600750,inf,inf,inf,inf,
798,101.600500,inf,inf,inf,inf,
799,101.600250,15.8,25.4,30.0,21.4,
800,101.600000,inf,inf,inf,inf,
801,101.599751,inf,inf,inf,inf,
802,101.599501,14.4,25.2,30.0,20.2,
803,101.599251,inf,inf,inf,inf,
804,101.599001,inf,inf,inf,inf,
805,101.598751,13.5,25.1,29.7,19.3,
806,101.598501,inf,inf,inf,inf,
807,101.598251,inf,inf,inf,inf,
808,101.598001,12.5,25.0,28.9,18.3,
809,101.597751,inf,inf,inf,inf,
810,101.597501,inf,inf,inf,inf,
811,101.597251,9.8,24.7,27.2,15.9,
812,101.597001,inf,inf,inf,inf,
813,101.596751,inf,inf,inf,inf,
814,101.596501,8.8,24.6,26.4,14.9,
815,101.596251,inf,inf,inf,inf,
816,101.596001,inf,inf,inf,inf,
817,101.595751,9.1,24.6,26.7,15.3,
818,101.595501,inf,inf,inf,inf,
819,101.595251,inf,inf,inf,inf,
820,101.595001,10.1,24.7,27.3,16.1,
821,101.594751,inf,inf,inf,inf,
822,101.594501,inf,inf,inf,inf,
823,101.594251,9.7,24.7,27.1,15.8,
824,101.594001,inf,inf,inf,inf,
825,101.593751,inf,inf,inf,inf,
826,101.593501,9.7,24.7,27.1,15.8,
827,101.593251,inf,inf,inf,inf,
828,101.593001,8.8,21.1,23.8,8.4,
829,101.592751,10.4,24.8,27.5,16.4,
830,101.592501,inf,inf,inf,inf,
831,101.592251,inf,inf,inf,inf,
832,101.592001,10.4,24.8,27.5,16.4,
833,101.591751,10.8,24.9,27.8,16.9,
834,101.591501,inf,inf,inf,inf,
835,101.591251,11.7,24.9,28.4,17.7,
836,101.591001,inf,inf,inf,inf,
837,101.590751,inf,inf,inf,inf,
838,101.590501,12.4,25.0,28.9,18.4,
839,101.590251,inf,inf,inf,inf,
840,101.590001,inf,inf,inf,inf,
841,101.589751,12.0,24.9,28.6,17.8,
842,101.589501,inf,inf,inf,inf,
843,101.589251,6.9,3.7,14.7,-28.3,
844,101.589001,13.0,25.0,29.3,18.8,
845,101.588751,inf,inf,inf,inf,
846,101.588501,inf,inf,inf,inf,
847,101.588251,15.1,25.3,30.0,20.8,
848,101.588001,inf,inf,inf,inf,
849,101.587751,inf,inf,inf,inf,
850,101.587501,14.8,25.3,30.0,20.5,
851,101.587251,inf,inf,inf,inf,
852,101.587001,inf,inf,inf,inf,
853,101.586751,16.1,25.4,30.0,21.7,
854,101.586501,inf,inf,inf,inf,
855,101.586251,inf,inf,inf,inf,
856,101.586001,17.2,25.5,30.0,22.6,
857,101.585751,inf,inf,inf,inf,
858,101.585501,inf,inf,inf,inf,
859,101.585251,17.8,25.6,30.0,23.2,
860,101.585001,inf,inf,inf,inf,
861,101.584751,inf,inf,inf,inf,
862,101.584501,18.5,25.7,30.0,23.8,
863,101.584251,inf,inf,inf,inf,
864,101.584001,inf,inf,inf,inf,
865,101.583751,18.8,25.7,30.0,24.0,
866,101.583501,inf,inf,inf,inf,
867,101.583251,inf,inf,inf,inf,
868,101.583001,19.1,25.7,30.0,24.3,
869,101.582751,inf,inf,inf,inf,
870,101.582501,inf,inf,inf,inf,
871,101.582251,19.2,25.8,30.0,24.4,
872,101.582001,inf,inf,inf,inf,
873,101.581751,inf,inf,inf,inf,
874,101.581501,19.1,25.7,30.0,24.3,
875,101.581251,inf,inf,inf,inf,
876,101.581001,inf,inf,inf,inf,
877,101.580751,19.1,25.7,30.0,24.3,
878,101.580501,inf,inf,inf,inf,
879,101.580251,inf,inf,inf,inf,
880,101.580001,18.5,25.7,30.0,23.8,
881,101.579751,inf,inf,inf,inf,
882,101.579501,inf,inf,inf,inf,
883,101.579251,17.2,25.5,30.0,22.6,
884,101.579001,inf,inf,inf,inf,
885,101.578751,inf,inf,inf,inf,
886,101.578501,15.4,25.3,30.0,21.0,
887,101.578251,inf,inf,inf,inf,
888,101.578001,inf,inf,inf,inf,
889,101.577751,13.1,25.1,29.4,18.9,
890,101.577501,inf,inf,inf,inf,
891,101.577251,inf,inf,inf,inf,
892,101.577001,10.7,24.8,27.7,16.7,
893,101.576751,inf,inf,inf,inf,
894,101.576501,inf,inf,inf,inf,
895,101.576251,8.8,24.6,26.4,15.0,
896,101.576001,inf,inf,inf,inf,
897,101.575751,inf,inf,inf,inf,
898,101.575501,10.4,24.8,27.5,16.5,
899,101.575251,inf,inf,inf,inf,
900,101.575001,inf,inf,inf,inf,
901,101.574751,12.1,25.0,28.7,18.1,
902,101.574501,inf,inf,inf,inf,
903,101.574251,inf,inf,inf,inf,
904,101.574001,13.1,25.1,29.4,19.0,
905,101.573751,inf,inf,inf,inf,
906,101.573501,inf,inf,inf,inf,
907,101.573251,14.8,25.3,30.0,20.5,
908,101.573001,inf,inf,inf,inf,
909,101.572751,inf,inf,inf,inf,
910,101.572501,15.8,25.4,30.0,21.4,
911,101.572251,inf,inf,inf,inf,
912,101.572001,inf,inf,inf,inf,
913,101.571751,16.8,25.5,30.0,22.2,
914,101.571501,inf,inf,inf,inf,
915,101.571251,inf,inf,inf,inf,
916,101.571001,17.1,25.5,30.0,22.5,
917,101.570751,inf,inf,inf,inf,
918,101.570501,inf,inf,inf,inf,
919,101.570251,17.5,25.6,30.0,22.9,
920,101.570001,inf,inf,inf,inf,
921,101.569751,inf,inf,inf,inf,
922,101.569501,18.2,25.6,30.0,23.5,
923,101.569251,inf,inf,inf,inf,
924,101.569001,inf,inf,inf,inf,
925,101.568751,19.2,25.8,30.0,24.4,
926,101.568501,inf,inf,inf,inf,
927,101.568251,inf,inf,inf,inf,
928,101.568001,19.2,25.8,30.0,24.4,
929,101.567751,inf,inf,inf,inf,
930,101.567501,inf,inf,inf,inf,
931,101.567251,19.5,25.7,30.0,24.6,
932,101.567001,inf,inf,inf,inf,
933,101.566751,inf,inf,inf,inf,
934,101.566501,19.6,25.8,30.0,24.7,
935,101.566251,inf,inf,inf,inf,
936,101.566001,inf,inf,inf,inf,
937,101.565751,19.2,25.8,30.0,24.4,
938,101.565501,inf,inf,inf,inf,
939,101.565251,inf,inf,inf,inf,
940,101.565001,18.9,25.7,30.0,24.1,
941,101.564751,inf,inf,inf,inf,
942,101.564501,inf,inf,inf,inf,
943,101.564251,19.7,25.8,30.0,24.8,
944,101.564001,inf,inf,inf,inf,
945,101.563751,inf,inf,inf,inf,
946,101.563501,19.6,25.8,30.0,24.7,
947,101.563251,inf,inf,inf,inf,
948,101.563001,inf,inf,inf,inf,
949,101.562751,19.3,25.8,30.0,24.4,
950,101.562501,inf,inf,inf,inf,
951,101.562251,inf,inf,inf,inf,
952,101.562001,18.9,25.7,30.0,24.0,
953,101.561751,inf,inf,inf,inf,
954,101.561501,inf,inf,inf,inf,
955,101.561251,17.8,25.6,30.0,23.1,
956,101.561001,inf,inf,inf,inf,
957,101.560751,inf,inf,inf,inf,
958,101.560501,16.8,25.5,30.0,22.2,
959,101.560251,inf,inf,inf,inf,
960,101.560001,inf,inf,inf,inf,
961,101.559751,16.8,25.5,30.0,22.2,
962,101.559501,inf,inf,inf,inf,
963,101.559251,inf,inf,inf,inf,
964,101.559001,17.1,25.5,30.0,22.5,
965,101.558751,inf,inf,inf,inf,
966,101.558501,inf,inf,inf,inf,
967,101.558251,17.8,25.6,30.0,23.2,
968,101.558001,inf,inf,inf,inf,
969,101.557751,inf,inf,inf,inf,
970,101.557501,17.5,25.5,30.0,22.9,
971,101.557251,inf,inf,inf,inf,
972,101.557001,inf,inf,inf,inf,
973,101.556751,16.9,25.5,30.0,22.3,
974,101.556501,inf,inf,inf,inf,
975,101.556251,inf,inf,inf,inf,
976,101.556001,16.5,25.4,30.0,21.9,
977,101.555751,inf,inf,inf,inf,
978,101.555501,inf,inf,inf,inf,
979,101.555251,inf,inf,inf,inf,
980,101.555001,inf,inf,inf,inf,
981,101.554751,inf,inf,inf,inf,
982,101.554501,inf,inf,inf,inf,
983,101.554251,13.1,25.1,29.4,18.9,
984,101.554001,inf,inf,inf,inf,
985,101.553751,inf,inf,inf,inf,
986,101.553501,11.8,24.9,28.5,17.7,
987,101.553251,inf,inf,inf,inf,
988,101.553001,inf,inf,inf,inf,
989,101.552751,10.4,24.8,27.6,16.5,
990,101.552501,inf,inf,inf,inf,
991,101.552251,inf,inf,inf,inf,
992,101.552001,10.1,24.7,27.3,16.2,
993,101.551751,inf,inf,inf,inf,
994,101.551501,inf,inf,inf,inf,
995,101.551251,9.5,24.6,26.9,15.6,
996,101.551001,inf,inf,inf,inf,
997,101.550751,inf,inf,inf,inf,
998,101.550501,inf,inf,inf,inf,
999,101.550251,inf,inf,inf,inf,
1000,101.550001,inf,inf,inf,inf,
1001,101.549751,inf,inf,inf,inf,
1002,101.549501,inf,inf,inf,inf,
1003,101.549251,inf,inf,inf,inf,
1004,101.549001,inf,inf,inf,inf,
1005,101.548751,inf,inf,inf,inf,
1006,101.548501,inf,inf,inf,inf,
1007,101.548251,inf,inf,inf,inf,
1008,101.548001,inf,inf,inf,inf,
1009,101.547751,inf,inf,inf,inf,
1010,101.547501,inf,inf,inf,inf,
1011,101.547251,inf,inf,inf,inf,
1012,101.547001,inf,inf,inf,inf,
1013,101.546751,5.5,23.8,23.8,11.0,
1014,101.546501,3.7,8.3,13.3,inf,
1015,101.546251,inf,inf,inf,-15.1,
1016,101.546001,inf,inf,inf,-11.4,
1017,101.545751,inf,inf,inf,-6.7,
1018,101.545501,inf,inf,inf,-2.2,
1019,101.545251,9.9,0.9,22.7,inf,
1020,101.545001,11.9,4.9,24.8,-30.0,
1021,101.544751,17.9,6.8,0.0,7.1,
1022,101.544501,14.5,7.0,0.0,-30.0,
1023,101.544251,inf,inf,inf,4.0,
1024,101.544001,inf,inf,inf,-0.8,
1025,101.543751,inf,inf,inf,-7.0,
1026,101.543501,8.9,3.4,16.6,-24.5,
1027,101.543251,9.0,0.0,14.4,inf,
1028,101.543001,9.1,inf,12.8,inf,
1029,101.542751,21.7,25.9,30.0,26.6,
1030,101.542501,inf,inf,inf,inf,
1031,101.542251,21.6,25.1,30.0,25.6,
1032,101.542001,inf,inf,inf,inf,
1033,101.541751,6.3,inf,5.9,inf,
1034,101.541501,inf,inf,inf,inf,
1035,101.541251,inf,inf,inf,inf,
1036,101.541001,inf,inf,inf,inf,
1037,101.540751,inf,inf,inf,inf,
1038,101.540501,inf,inf,inf,inf,
1039,101.540251,inf,inf,inf,inf,
1040,101.540001,inf,inf,inf,inf,
1041,101.539751,inf,inf,inf,inf,
1042,101.539501,inf,inf,inf,inf,
1043,101.539251,inf,inf,inf,inf,
1044,101.539001,inf,inf,inf,inf,
1045,101.538751,27.3,15.3,30.0,30.0,
1046,101.538501,inf,inf,inf,inf,
1047,101.538251,inf,inf,inf,inf,
1048,101.538001,inf,inf,30.0,30.0,
1049,101.537751,inf,inf,inf,inf,
1050,101.537501,inf,inf,inf,inf,
1051,101.537251,inf,inf,inf,inf,
1052,101.537001,inf,inf,inf,inf,
1053,101.536751,inf,inf,inf,inf,
1054,101.536501,inf,inf,inf,inf,
1055,101.536251,inf,inf,inf,inf,
1056,101.536001,inf,inf,inf,inf,
1057,101.535751,inf,inf,inf,inf,
1058,101.535501,inf,inf,inf,inf,
1059,101.535251,27.0,15.9,30.0,30.0,
1060,101.535001,inf,inf,inf,inf,
1061,101.534751,inf,inf,inf,inf,
1062,101.534501,25.6,19.9,30.0,29.8,
1063,101.534251,inf,inf,inf,inf,
1064,101.534001,inf,inf,inf,inf,
1065,101.533751,inf,inf,inf,inf,
1066,101.533501,inf,inf,inf,inf,
1067,101.533251,inf,inf,inf,inf,
1068,101.533001,inf,inf,inf,inf,
1069,101.532751,inf,inf,inf,inf,
1070,101.532501,inf,inf,inf,inf,
1071,101.532251,inf,inf,inf,inf,
1072,101.532001,inf,inf,inf,inf,
1073,101.531751,15.7,25.3,30.0,21.1,
1074,101.531501,inf,inf,inf,inf,
1075,101.531251,inf,inf,inf,inf,
1076,101.531001,inf,inf,inf,inf,
1077,101.530751,inf,inf,inf,inf,
1078,101.530501,inf,inf,inf,inf,
1079,101.530251,inf,inf,inf,inf,
1080,101.530001,inf,inf,inf,inf,
1081,101.529751,inf,inf,inf,inf,
1082,101.529501,inf,inf,inf,inf,
1083,101.529251,inf,inf,inf,inf,
1084,101.529001,inf,inf,inf,inf,
1085,101.528751,inf,inf,inf,inf,
1086,101.528501,inf,inf,inf,inf,
1087,101.528251,inf,inf,inf,inf,
1088,101.528001,inf,inf,inf,inf,
1089,101.527751,inf,inf,inf,inf,
1090,101.527501,inf,inf,inf,inf,
1091,101.527251,inf,inf,inf,inf,
1092,101.527001,inf,inf,inf,inf,
1093,101.526751,inf,inf,inf,inf,
1094,101.526501,inf,inf,inf,inf,
1095,101.526251,inf,inf,inf,inf,
1096,101.526001,inf,inf,inf,inf,
1097,101.525751,9.1,24.6,26.6,15.3,
1098,101.525501,inf,inf,inf,inf,
1099,101.525251,inf,inf,inf,inf,
1100,101.525001,inf,inf,inf,inf,
1101,101.524751,inf,inf,inf,inf,
1102,101.524501,inf,inf,inf,inf,
1103,101.524251,inf,inf,inf,inf,
1104,101.524001,12.8,25.1,29.2,18.7,
1105,101.523751,inf,inf,inf,inf,
1106,101.523501,inf,inf,inf,inf,
1107,101.523251,inf,inf,inf,inf,
1108,101.523001,inf,inf,inf,inf,
1109,101.522751,inf,inf,inf,inf,
1110,101.522501,inf,inf,inf,inf,
1111,101.522251,inf,inf,inf,inf,
1112,101.522001,inf,inf,inf,inf,
1113,101.521751,inf,inf,inf,inf,
1114,101.521501,inf,inf,inf,inf,
1115,101.521251,inf,inf,inf,inf,
1116,101.521001,inf,inf,inf,inf,
1117,101.520751,14.2,25.2,30.0,19.9,
1118,101.520501,inf,inf,inf,inf,
1119,101.520251,15.9,25.4,30.0,21.5,
1120,101.520001,inf,inf,inf,inf,
1121,101.519751,inf,inf,inf,inf,
1122,101.519501,inf,inf,inf,inf,
1123,101.519251,inf,inf,inf,inf,
1124,101.519001,14.1,23.9,29.2,18.0,
1125,101.518751,inf,inf,inf,inf,
1126,101.518501,12.7,24.5,28.7,17.8,
1127,101.518251,inf,inf,inf,inf,
1128,101.518001,12.6,25.1,29.1,18.6,
1129,101.517751,inf,inf,inf,inf,
1130,101.517501,20.1,24.6,30.0,23.8,
1131,101.517251,inf,inf,inf,inf,
1132,101.517001,15.5,24.4,30.0,19.9,
1133,101.516751,inf,inf,inf,inf,
1134,101.516501,inf,inf,inf,inf,
1135,101.516251,inf,inf,inf,inf,
1136,101.516001,11.8,24.9,28.5,17.7,
1137,101.515751,11.1,24.8,28.0,17.1,
1138,101.515501,inf,inf,inf,inf,
1139,101.515251,inf,inf,inf,inf,
1140,101.515001,inf,inf,inf,inf,
1141,101.514751,inf,inf,inf,inf,
1142,101.514501,inf,inf,inf,inf,
1143,101.514251,inf,inf,inf,inf,
1144,101.514001,inf,inf,inf,inf,
1145,101.513751,inf,inf,inf,inf,
1146,101.513501,8.8,24.5,26.4,14.9,
1147,101.513251,inf,inf,inf,inf,
1148,101.513001,inf,inf,inf,inf,
1149,101.512751,inf,inf,inf,inf,
1150,101.512501,inf,inf,inf,inf,
1151,101.512251,inf,inf,inf,inf,
1152,101.512001,inf,inf,inf,inf,
1153,101.511751,inf,inf,inf,inf,
1154,101.511501,inf,inf,inf,inf,
1155,101.511251,inf,inf,inf,inf,
1156,101.511001,inf,inf,inf,inf,
1157,101.510751,inf,inf,inf,inf,
1158,101.510501,inf,inf,inf,inf,
1159,101.510251,12.2,25.0,28.7,18.1,
1160,101.510001,inf,inf,inf,inf,
1161,101.509751,inf,inf,inf,inf,
1162,101.509501,13.2,25.1,29.5,19.1,
1163,101.509251,inf,inf,inf,inf,
1164,101.509001,inf,inf,inf,inf,
1165,101.508751,inf,inf,inf,inf,
1166,101.508501,inf,inf,inf,inf,
1167,101.508251,16.6,25.5,30.0,22.1,
1168,101.508001,inf,inf,inf,inf,
1169,101.507751,inf,inf,inf,inf,
1170,101.507501,18.3,25.7,30.0,23.6,
1171,101.507251,inf,inf,inf,inf,
1172,101.507001,inf,inf,inf,inf,
1173,101.506751,22.2,25.8,30.0,27.0,
1174,101.506501,inf,inf,inf,inf,
1175,101.506251,inf,inf,inf,inf,
1176,101.506001,24.3,23.3,30.0,28.8,
1177,101.505751,inf,inf,inf,inf,
1178,101.505501,inf,inf,inf,inf,
1179,101.505251,inf,inf,30.0,30.0,
1180,101.505001,inf,inf,inf,inf,
1181,101.504751,inf,inf,inf,inf,
1182,101.504501,inf,inf,30.0,30.0,
1183,101.504251,inf,inf,inf,inf,
1184,101.504001,inf,inf,inf,inf,
1185,101.503751,28.2,12.8,30.0,30.0,
1186,101.503501,inf,inf,inf,inf,
1187,101.503251,inf,inf,inf,inf,
1188,101.503001,29.2,10.0,30.0,30.0,
1189,101.502751,inf,inf,inf,inf,
1190,101.502501,inf,inf,inf,inf,
1191,101.502251,inf,inf,30.0,30.0,
1192,101.502001,inf,inf,inf,inf,
1193,101.501751,inf,inf,inf,inf,
1194,101.501501,inf,inf,30.0,30.0,
1195,101.501251,inf,inf,inf,inf,
1196,101.501001,inf,inf,inf,inf,
1197,101.500751,inf,inf,30.0,inf,
1198,101.500501,inf,inf,inf,inf,
1199,101.500251,inf,inf,inf,inf,
1200,101.500001,25.9,18.9,30.0,30.0,
1201,101.499751,inf,inf,inf,inf,
1202,101.499501,inf,inf,inf,inf,
1203,101.499251,24.2,23.7,30.0,28.7,
1204,101.499001,inf,inf,inf,inf,
1205,101.498751,inf,inf,inf,inf,
1206,101.498501,23.7,24.7,30.0,28.2,
1207,101.498251,inf,inf,inf,inf,
1208,101.498001,inf,inf,inf,inf,
1209,101.497751,22.3,25.8,30.0,27.1,
1210,101.497501,inf,inf,inf,inf,
1211,101.497251,inf,inf,inf,inf,
1212,101.497001,21.0,25.9,30.0,25.9,
1213,101.496751,inf,inf,inf,inf,
1214,101.496501,inf,inf,inf,inf,
1215,101.496251,19.6,25.8,30.0,24.7,
1216,101.496001,inf,inf,inf,inf,
1217,101.495751,inf,inf,inf,inf,
1218,101.495501,18.2,25.6,30.0,23.5,
1219,101.495251,inf,inf,inf,inf,
1220,101.495001,inf,inf,inf,inf,
1221,101.494751,16.5,25.4,30.0,21.9,
1222,101.494501,inf,inf,inf,inf,
1223,101.494251,inf,inf,inf,inf,
1224,101.494001,14.1,25.2,30.0,19.9,
1225,101.493751,inf,inf,inf,inf,
1226,101.493501,inf,inf,inf,inf,
1227,101.493251,11.7,24.9,28.4,17.7,
1228,101.493001,inf,inf,inf,inf,
1229,101.492751,inf,inf,inf,inf,
1230,101.492501,11.0,24.8,28.0,17.0,
1231,101.492251,inf,inf,inf,inf,
1232,101.492001,inf,inf,inf,inf,
1233,101.491751,11.0,24.8,28.0,17.0,
1234,101.491501,inf,inf,inf,inf,
1235,101.491251,inf,inf,inf,inf,
1236,101.491001,11.7,24.9,28.4,17.6,
1237,101.490751,inf,inf,inf,inf,
1238,101.490501,inf,inf,inf,inf,
1239,101.490251,12.3,25.0,28.8,18.2,
1240,101.490001,inf,inf,inf,inf,
1241,101.489751,inf,inf,inf,inf,
1242,101.489501,13.3,25.1,29.5,19.1,
1243,101.489251,inf,inf,inf,inf,
1244,101.489001,inf,inf,inf,inf,
1245,101.488751,14.0,25.2,30.0,19.8,
1246,101.488501,inf,inf,inf,inf,
1247,101.488251,inf,inf,inf,inf,
1248,101.488001,14.3,25.2,30.0,20.1,
1249,101.487751,inf,inf,inf,inf,
1250,101.487501,inf,inf,inf,inf,
1251,101.487251,13.9,25.1,29.9,19.7,
1252,101.487001,inf,inf,inf,inf,
1253,101.486751,inf,inf,inf,inf,
1254,101.486501,12.5,25.0,29.0,18.3,
1255,101.486251,inf,inf,inf,inf,
1256,101.486001,inf,inf,inf,inf,
1257,101.485751,9.5,24.6,26.9,15.5,
1258,101.485501,inf,inf,inf,inf,
1259,101.485251,inf,inf,inf,inf,
1260,101.485001,6.8,24.3,25.1,13.1,
1261,101.484751,inf,inf,inf,inf,
1262,101.484501,inf,inf,inf,inf,
1263,101.484251,5.5,24.2,24.2,11.9,
1264,101.484001,inf,inf,inf,inf,
1265,101.483751,inf,inf,inf,inf,
1266,101.483501,5.5,24.2,24.1,11.7,
1267,101.483251,inf,inf,inf,inf,
1268,101.483001,inf,inf,inf,inf,
1269,101.482751,5.8,24.2,24.3,11.9,
1270,101.482501,inf,inf,inf,inf,
