Track Name,,Line name,1150114XYLDN1,Report Name,Wear_right,Operator,
Starting Km,100.971,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2026.01.15, Measurement Time, 02:15:28

check,mile(Km),W1/R,W2/R,W3/R,W4/R,ID
489,100.848750,0.9,0.0,0.8,0.4,
490,100.848500,0.5,0.1,0.9,0.5,
491,100.848250,0.9,0.1,1.0,0.6,
492,100.848000,0.0,0.0,0.8,0.4,
493,100.847750,1.1,0.2,1.1,0.7,
494,100.847500,0.0,0.3,1.0,0.6,
495,100.847250,0.3,0.2,1.0,0.6,
496,100.847000,0.0,0.3,0.9,0.6,
497,100.846750,0.1,0.1,0.8,0.5,
498,100.846500,0.3,0.2,0.9,0.5,
499,100.846250,0.4,0.2,0.9,0.6,
500,100.846000,0.8,0.2,1.0,0.6,
501,100.845750,0.5,0.2,0.9,0.5,
502,100.845500,0.4,0.3,0.9,0.6,
503,100.845250,0.7,0.1,0.9,0.6,
504,100.845000,0.8,0.2,1.0,0.6,
505,100.844750,0.0,0.2,0.9,0.6,
506,100.844500,0.6,0.1,0.9,0.5,
507,100.844250,0.1,0.1,0.9,0.5,
508,100.844000,0.8,0.0,0.8,0.5,
509,100.843750,0.6,0.1,0.9,0.5,
510,100.843500,0.0,0.3,1.0,0.6,
511,100.843250,0.3,0.4,1.1,0.7,
512,100.843000,0.6,0.1,0.8,0.5,
513,100.842750,0.0,0.1,0.8,0.5,
514,100.842500,0.0,0.2,0.9,0.7,
515,100.842250,0.1,0.1,0.8,0.6,
516,100.842000,0.0,0.1,0.9,0.5,
517,100.841750,0.7,0.2,1.0,0.7,
518,100.841500,0.8,0.1,0.9,0.6,
519,100.841250,0.4,0.3,1.0,0.7,
520,100.841000,0.7,0.4,1.1,0.8,
521,100.840750,0.0,0.4,1.1,0.7,
522,100.840500,0.3,0.2,1.0,0.7,
523,100.840250,1.0,0.6,1.3,1.0,
524,100.840000,0.2,0.5,1.2,0.8,
525,100.839750,0.0,0.2,1.0,0.7,
526,100.839500,0.4,0.2,0.9,0.6,
527,100.839250,1.1,0.3,1.2,0.7,
528,100.839000,0.8,0.0,1.0,0.5,
529,100.838750,0.2,0.0,1.1,0.4,
530,100.838500,0.9,1.0,1.7,1.6,
531,100.838250,0.0,0.6,1.2,1.0,
532,100.838000,0.7,0.3,0.9,0.9,
533,100.837750,0.0,0.7,1.2,1.2,
534,100.837500,0.8,0.6,1.2,1.1,
535,100.837250,0.0,0.5,1.0,1.0,
536,100.837000,0.6,0.6,1.1,1.1,
537,100.836750,0.3,0.7,1.2,1.1,
538,100.836500,0.0,0.4,0.8,0.8,
539,100.836250,0.6,0.5,1.0,0.9,
540,100.836000,0.7,0.5,1.0,1.0,
541,100.835750,0.0,0.2,0.8,0.8,
542,100.835500,0.0,0.6,1.2,1.0,
543,100.835250,0.0,0.7,1.2,1.1,
544,100.835000,0.2,0.5,1.0,0.9,
545,100.834750,1.0,0.5,1.2,1.0,
546,100.834500,1.1,0.6,1.3,1.1,
547,100.834250,0.0,0.4,1.1,0.8,
548,100.834000,0.7,0.6,1.3,1.0,
549,100.833750,0.0,0.7,1.2,1.0,
550,100.833500,0.0,0.5,1.1,1.0,
