Track Name,,Line name,1150122CHLZLDN,Report Name,Wear_right,Operator,
Starting Km,100.290,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2026.01.23, Measurement Time, 02:17:46

check,mile(Km),W1/R,W2/R,W3/R,W4/R,ID
314,100.211500,2.2,0.1,3.4,0.7,
315,100.211250,2.2,0.0,3.0,0.6,
316,100.211000,2.0,0.0,2.6,0.4,
317,100.210750,1.8,0.0,2.6,0.3,
318,100.210500,1.9,0.0,2.5,0.5,
319,100.210250,1.9,0.0,2.5,0.5,
320,100.210000,1.9,0.0,2.3,0.3,
321,100.209750,2.1,0.0,2.6,0.5,
322,100.209500,2.0,0.0,2.5,0.6,
323,100.209250,1.9,0.0,2.4,0.4,
324,100.209000,1.9,0.0,2.2,0.4,
325,100.208750,2.0,0.0,2.3,0.4,
326,100.208500,1.7,0.0,2.1,0.3,
327,100.208250,1.8,0.0,2.1,0.2,
328,100.208000,1.9,0.0,2.2,0.4,
329,100.207750,1.7,0.0,2.0,0.2,
330,100.207500,1.8,0.0,2.0,0.3,
331,100.207250,1.8,0.0,2.0,0.4,
332,100.207000,1.6,0.0,1.6,0.3,
333,100.206750,1.7,0.0,1.7,0.4,
334,100.206500,1.8,0.0,1.7,0.6,
335,100.206250,1.7,0.0,1.6,0.4,
336,100.206000,1.8,0.0,1.6,0.5,
337,100.205750,1.8,0.0,1.6,0.5,
338,100.205500,1.9,0.0,1.8,0.5,
339,100.205250,1.9,0.0,1.7,0.4,
340,100.205000,1.8,0.0,1.6,0.4,
341,100.204750,1.8,0.0,1.6,0.3,
342,100.204500,2.0,0.0,1.8,0.4,
343,100.204250,2.0,0.0,1.8,0.4,
344,100.204000,1.9,0.0,1.5,0.2,
345,100.203750,2.0,0.0,1.6,0.4,
346,100.203500,1.8,0.0,1.5,0.4,
347,100.203250,1.9,0.0,1.6,0.5,
348,100.203000,2.0,0.1,1.7,0.7,
349,100.202750,1.8,0.0,1.7,0.4,
350,100.202500,1.7,0.2,1.2,0.6,
351,100.202250,2.0,0.5,1.7,0.9,
352,100.202000,1.9,0.0,1.3,0.1,
353,100.201750,1.8,0.0,1.4,0.1,
354,100.201500,2.0,0.0,1.7,0.2,
355,100.201250,2.2,0.0,2.2,0.5,
356,100.201000,2.1,0.0,2.2,0.2,
357,100.200750,2.3,0.0,2.6,0.3,
358,100.200500,2.3,0.0,2.8,0.3,
359,100.200250,2.3,0.0,3.1,0.3,
360,100.200000,2.4,0.0,3.1,0.4,
361,100.199750,2.3,0.0,3.2,0.5,
362,100.199500,2.0,0.0,2.8,0.2,
363,100.199250,2.1,0.0,2.9,0.4,
364,100.199000,2.2,0.0,3.0,0.5,
365,100.198750,2.0,0.0,2.8,0.4,
366,100.198500,1.9,0.0,2.5,0.3,
367,100.198250,2.0,0.0,2.7,0.5,
368,100.198000,1.8,0.0,2.3,0.1,
369,100.197750,1.9,0.0,2.3,0.3,
370,100.197500,1.9,0.0,2.4,0.4,
371,100.197250,1.8,0.0,2.1,0.3,
372,100.197000,1.8,0.0,2.0,0.4,
373,100.196750,1.7,0.0,1.7,0.2,
374,100.196500,1.3,0.0,1.2,-0.1,
375,100.196250,1.8,0.0,1.6,0.4,
376,100.196000,1.9,0.0,1.5,0.5,
377,100.195750,1.7,0.0,1.2,0.4,
378,100.195500,1.8,0.0,1.2,0.5,
379,100.195250,1.8,0.0,1.6,0.5,
380,100.195000,1.7,0.0,1.4,0.4,
381,100.194750,1.9,0.0,1.4,0.6,
382,100.194500,1.9,0.0,1.4,0.6,
383,100.194250,1.8,0.0,1.3,0.4,
384,100.194000,1.8,0.0,1.4,0.4,
385,100.193750,1.8,0.0,1.6,0.5,
386,100.193500,1.8,0.0,1.6,0.5,
387,100.193250,1.9,0.0,1.7,0.6,
388,100.193000,1.9,0.0,1.9,0.6,
389,100.192750,1.8,0.0,1.8,0.5,
390,100.192500,1.9,0.0,2.1,0.6,
391,100.192250,1.8,0.0,2.2,0.4,
392,100.192000,1.9,0.0,2.4,0.5,
393,100.191750,1.9,0.0,2.5,0.5,
394,100.191500,1.9,0.0,2.7,0.6,
395,100.191250,1.9,0.0,2.7,0.6,
396,100.191000,2.0,0.0,2.8,0.6,
397,100.190750,1.9,0.1,2.8,0.5,
398,100.190500,2.1,0.2,3.0,0.6,
399,100.190250,2.0,0.2,3.0,0.6,
400,100.190000,1.9,0.1,2.9,0.5,
401,100.189750,2.0,0.2,3.1,0.6,
402,100.189500,2.1,0.2,3.1,0.6,
403,100.189250,2.0,0.2,3.1,0.6,
404,100.189000,1.9,0.0,2.9,0.5,
405,100.188750,2.0,0.1,2.9,0.5,
406,100.188500,1.9,0.0,2.8,0.5,
407,100.188250,1.8,0.0,2.6,0.3,
408,100.188000,1.7,0.0,2.5,0.3,
409,100.187750,1.9,0.0,2.4,0.3,
410,100.187500,1.8,0.0,2.3,0.3,
411,100.187250,1.8,0.0,2.1,0.3,
412,100.187000,1.8,0.0,2.0,0.4,
413,100.186750,1.6,0.0,1.6,0.2,
414,100.186500,1.7,0.0,1.5,0.3,
415,100.186250,1.8,0.0,1.5,0.5,
416,100.186000,1.4,0.0,0.9,0.1,
417,100.185750,1.5,0.0,0.9,0.3,
418,100.185500,1.8,0.1,1.4,0.6,
419,100.185250,1.7,0.0,1.0,0.4,
420,100.185000,1.9,0.0,1.2,0.5,
421,100.184750,1.9,0.2,1.1,1.1,
422,100.184500,1.7,0.3,0.6,1.1,
423,100.184250,1.7,0.2,0.6,0.9,
424,100.184000,1.7,0.0,0.5,-0.1,
425,100.183750,2.0,0.0,0.9,0.1,
426,100.183500,1.9,0.0,1.0,-0.2,
427,100.183250,2.1,0.0,1.7,0.2,
428,100.183000,2.0,0.0,1.3,-0.1,
429,100.182750,2.0,0.0,1.6,-0.1,
430,100.182500,2.1,0.0,1.8,4.3,
431,100.182250,1.9,0.0,1.7,-0.2,
432,100.182000,1.9,0.0,1.9,-0.1,
433,100.181750,2.1,0.0,2.4,4.7,
434,100.181500,2.0,0.0,2.5,0.0,
435,100.181250,1.9,0.0,2.5,-0.1,
436,100.181000,2.0,0.0,2.9,-0.0,
437,100.180750,1.9,0.1,3.5,5.7,
438,100.180500,2.0,0.2,3.1,0.2,
439,100.180250,1.9,0.1,3.0,0.1,
440,100.180000,1.7,0.0,2.6,5.1,
441,100.179750,1.7,0.0,2.5,-0.1,
442,100.179500,1.9,0.0,2.6,-0.0,
443,100.179250,2.1,0.0,2.6,0.0,
444,100.179000,2.1,0.0,2.6,0.2,
445,100.178750,2.2,0.0,2.5,0.1,
446,100.178500,2.0,0.0,2.4,-0.0,
447,100.178250,2.0,0.0,2.4,0.0,
448,100.178000,2.1,0.0,2.5,0.1,
449,100.177750,2.1,0.0,2.5,0.2,
450,100.177500,2.0,0.0,2.4,0.2,
451,100.177250,2.2,0.0,2.7,0.2,
452,100.177000,2.0,0.0,2.3,0.0,
453,100.176750,2.2,0.0,2.4,0.1,
454,100.176500,2.2,0.0,2.4,0.3,
455,100.176250,2.1,0.0,2.0,0.0,
456,100.176000,2.2,0.0,2.1,0.2,
457,100.175750,2.1,0.0,1.9,-0.1,
458,100.175500,2.0,0.0,1.8,-0.1,
459,100.175250,2.1,0.0,1.9,-0.1,
460,100.175000,2.2,0.0,1.9,0.1,
461,100.174750,2.0,0.0,1.7,0.0,
462,100.174500,2.0,0.0,1.6,0.1,
463,100.174250,1.9,0.0,1.5,-0.0,
