Track Name,,Line name,1141219NKLDN,Report Name,Wear_left,Operator,
Starting Km,112.000,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2025.12.20, Measurement Time, 03:01:42

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
313,111.921750,3.4,0.0,2.8,-0.2,
314,111.921500,4.1,0.0,3.5,0.2,
315,111.921250,3.1,0.0,2.4,-0.2,
316,111.921000,3.8,0.0,3.2,0.4,
317,111.920750,4.0,0.0,3.5,0.5,
318,111.920500,3.7,0.0,3.2,-0.2,
319,111.920250,4.6,0.2,4.1,1.0,
320,111.920000,4.4,0.0,3.9,-0.6,
321,111.919750,5.0,0.8,4.6,1.2,
322,111.919500,4.2,0.0,3.5,-0.6,
323,111.919250,3.2,0.0,2.5,-1.7,
324,111.919000,4.2,0.0,3.6,-1.5,
325,111.918750,4.8,0.0,4.1,0.3,
326,111.918500,4.7,0.0,4.1,0.1,
327,111.918250,4.9,0.0,4.4,0.4,
328,111.918000,3.8,0.0,3.1,-1.3,
329,111.917750,5.1,0.0,4.5,0.5,
330,111.917500,4.9,0.0,4.0,-0.4,
331,111.917250,5.3,0.0,4.6,0.4,
332,111.917000,5.4,0.0,4.5,0.1,
333,111.916750,5.4,0.0,4.5,0.1,
334,111.916500,5.5,0.0,4.5,0.1,
335,111.916250,5.4,0.0,4.3,0.2,
336,111.916000,5.6,0.0,4.7,0.2,
337,111.915750,5.4,0.0,4.4,-1.1,
338,111.915500,5.3,0.0,4.3,-1.1,
339,111.915250,5.6,0.0,4.4,-0.2,
340,111.915000,5.6,0.0,4.4,-0.3,
341,111.914750,5.7,0.0,4.5,0.2,
342,111.914500,5.7,0.0,4.4,-0.2,
343,111.914250,5.4,0.0,4.1,-0.6,
344,111.914000,5.4,0.2,4.2,0.7,
345,111.913750,5.3,0.0,4.2,-1.0,
346,111.913500,5.3,0.0,4.2,0.0,
347,111.913250,5.4,0.7,4.5,1.2,
348,111.913000,5.2,0.0,4.2,0.3,
349,111.912750,5.4,0.4,4.5,0.8,
350,111.912500,5.3,0.1,4.4,0.5,
351,111.912250,5.1,0.0,4.2,0.4,
352,111.912000,5.1,0.0,4.3,0.4,
353,111.911750,5.0,0.0,4.1,0.4,
354,111.911500,5.2,0.0,4.4,0.7,
355,111.911250,5.0,0.0,4.1,0.6,
356,111.911000,4.8,0.0,3.9,0.2,
357,111.910750,4.7,0.0,3.8,0.2,
358,111.910500,5.0,0.0,4.0,0.4,
359,111.910250,5.0,0.0,3.8,0.2,
360,111.910000,5.4,0.0,4.2,0.2,
361,111.909750,5.2,0.0,4.1,3.6,
362,111.909500,5.6,0.0,4.5,0.2,
363,111.909250,5.2,0.0,4.2,0.0,
364,111.909000,5.4,0.0,4.3,0.1,
365,111.908750,5.4,0.0,4.3,0.3,
366,111.908500,5.6,0.0,4.6,0.4,
367,111.908250,5.6,0.2,4.6,0.6,
368,111.908000,5.6,0.0,4.5,0.4,
369,111.907750,5.8,0.2,5.0,1.3,
370,111.907500,5.4,0.0,4.5,0.6,
371,111.907250,5.5,0.0,4.7,0.3,
372,111.907000,5.6,0.7,4.9,1.1,
373,111.906750,5.0,0.3,4.2,0.7,
374,111.906500,4.9,0.0,4.2,2.3,
375,111.906250,4.6,0.0,3.8,0.3,
376,111.906000,4.4,0.0,3.6,0.2,
377,111.905750,4.3,0.0,3.5,1.8,
378,111.905500,4.4,0.0,3.7,1.0,
379,111.905250,4.3,0.0,3.4,0.2,
380,111.905000,4.3,0.0,3.4,0.7,
381,111.904750,4.5,0.0,3.7,0.5,
382,111.904500,4.3,0.0,3.4,0.2,
383,111.904250,3.9,0.0,3.2,0.5,
384,111.904000,4.3,0.3,3.7,0.7,
385,111.903750,4.4,0.0,4.0,0.9,
386,111.903500,4.3,4.5,3.9,1.0,
387,111.903250,4.3,0.0,3.8,0.7,
388,111.903000,4.3,0.0,3.7,2.3,
389,111.902750,4.1,0.0,3.4,3.3,
390,111.902500,4.2,0.0,3.3,0.2,
391,111.902250,4.3,0.0,3.5,0.0,
392,111.902000,4.2,0.0,3.3,-0.4,
393,111.901750,4.6,0.0,3.7,0.1,
394,111.901500,4.5,0.0,3.6,0.1,
395,111.901250,4.5,0.0,3.6,-0.2,
396,111.901000,4.6,0.0,3.8,-0.1,
397,111.900750,4.7,0.0,3.6,-0.4,
398,111.900500,4.6,0.0,3.7,-0.1,
399,111.900250,4.6,0.0,3.6,-0.1,
400,111.900000,4.7,0.0,3.6,-0.1,
401,111.899750,4.7,0.0,3.7,-0.1,
402,111.899500,4.6,0.0,3.4,-0.2,
403,111.899250,4.3,0.0,3.2,-0.2,
404,111.899000,4.8,0.0,3.6,-0.2,
405,111.898750,4.7,0.0,3.6,-0.1,
406,111.898500,4.6,0.0,3.5,-0.2,
407,111.898250,4.8,0.0,3.7,-0.2,
408,111.898000,4.9,0.0,3.8,-0.2,
409,111.897750,4.8,0.0,3.7,-0.1,
410,111.897500,4.9,0.0,3.8,-0.3,
411,111.897250,5.1,0.0,4.0,-0.2,
412,111.897000,4.8,0.0,3.6,0.0,
413,111.896750,5.0,0.0,3.8,-0.1,
414,111.896500,5.0,0.0,3.7,-0.1,
415,111.896250,4.7,0.0,3.5,-0.1,
416,111.896000,4.7,0.0,3.4,-0.0,
417,111.895750,5.0,0.0,3.7,-0.1,
418,111.895500,5.2,0.0,4.0,-0.0,
419,111.895250,5.6,0.0,4.3,0.2,
420,111.895000,5.9,0.0,4.7,0.4,
421,111.894750,5.9,0.0,4.6,-0.1,
422,111.894500,6.3,0.0,4.9,-0.1,
423,111.894250,6.0,0.0,4.6,-0.4,
424,111.894000,6.1,0.0,4.8,-0.4,
425,111.893750,6.0,0.0,4.6,-0.2,
426,111.893500,5.8,0.0,4.6,-0.4,
427,111.893250,5.6,0.0,4.2,-0.4,
428,111.893000,5.7,0.0,4.3,-0.2,
429,111.892750,5.5,0.0,4.1,-0.5,
430,111.892500,5.6,0.0,4.3,-0.3,
431,111.892250,5.6,0.0,4.2,-0.4,
432,111.892000,5.6,0.0,4.1,-0.0,
433,111.891750,5.8,0.0,4.3,0.0,
434,111.891500,5.5,0.0,4.1,-0.1,
435,111.891250,5.2,0.0,3.7,-0.1,
436,111.891000,5.4,0.0,3.9,-0.1,
437,111.890750,5.3,0.0,3.9,-0.2,
438,111.890500,5.3,0.0,3.8,0.2,
439,111.890250,5.2,0.0,3.6,0.1,
440,111.890000,5.2,0.0,3.6,0.2,
441,111.889750,5.2,0.1,3.6,0.5,
442,111.889500,5.0,0.0,3.4,0.1,
443,111.889250,5.0,0.0,3.5,0.3,
444,111.889000,5.1,0.0,3.6,0.5,
445,111.888750,5.0,0.0,3.5,0.2,
446,111.888500,5.2,0.0,3.7,0.3,
447,111.888250,5.5,0.0,4.1,0.4,
448,111.888000,5.6,0.0,4.2,0.0,
449,111.887750,5.7,0.0,4.5,-0.1,
450,111.887500,6.0,0.0,4.7,0.3,
451,111.887250,5.9,0.0,4.7,0.2,
452,111.887000,5.8,0.0,4.5,0.0,
453,111.886750,5.6,0.0,4.4,-0.1,
454,111.886500,5.7,0.0,4.5,0.1,
455,111.886250,5.7,0.0,4.5,0.3,
456,111.886000,5.6,0.0,4.3,0.2,
457,111.885750,5.7,0.0,4.5,0.4,
458,111.885500,5.5,0.0,4.1,0.2,
459,111.885250,5.6,0.0,4.3,0.2,
460,111.885000,5.4,0.0,4.0,0.1,
461,111.884750,5.1,0.0,3.8,-0.1,
462,111.884500,5.4,0.0,4.1,-0.0,
463,111.884250,5.3,0.0,3.9,-0.3,
464,111.884000,5.2,0.0,3.7,-0.2,
465,111.883750,5.4,0.0,4.0,-0.3,
