Track Name,,Line name,1141219NKLDN1,Report Name,Wear_left,Operator,
Starting Km,105.060,Ending Km,,Track Direction, decrease
Wavelength, , Measurement Date, 2025.12.20, Measurement Time, 03:43:23

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
240,105.000000,8.2,0.0,7.4,0.1,
241,104.999750,8.2,0.0,7.2,-0.3,
242,104.999500,8.2,0.0,7.2,0.1,
243,104.999250,8.2,0.0,7.2,0.1,
244,104.999000,8.4,0.0,7.4,-0.0,
245,104.998750,8.4,0.0,7.4,0.0,
246,104.998500,8.5,0.0,7.5,0.1,
247,104.998250,8.4,0.0,7.3,-0.2,
248,104.998000,8.8,0.0,7.7,-0.1,
249,104.997750,9.3,0.3,8.2,0.5,
250,104.997500,8.6,0.0,7.4,-0.1,
251,104.997250,8.3,0.0,7.1,-0.1,
252,104.997000,8.2,0.0,7.0,0.1,
253,104.996750,8.1,0.0,7.0,-0.0,
254,104.996500,8.3,0.0,7.2,0.1,
255,104.996250,8.2,0.0,7.0,0.2,
256,104.996000,8.0,0.0,6.7,-0.4,
257,104.995750,8.1,0.0,6.8,-0.0,
258,104.995500,8.0,0.0,6.8,0.1,
259,104.995250,8.0,0.0,6.8,0.2,
260,104.995000,7.9,0.0,6.8,0.0,
261,104.994750,7.8,0.0,6.7,0.2,
262,104.994500,7.9,0.0,6.7,0.1,
263,104.994250,8.0,0.0,6.8,0.2,
264,104.994000,8.1,0.0,6.9,0.0,
265,104.993750,8.4,0.1,7.3,0.2,
266,104.993500,8.4,0.0,7.3,-0.0,
267,104.993250,8.4,0.0,7.3,0.1,
268,104.993000,8.8,0.2,7.7,0.3,
269,104.992750,9.0,0.1,8.0,0.3,
270,104.992500,9.1,0.1,8.1,0.2,
271,104.992250,9.3,0.2,8.3,0.3,
272,104.992000,9.2,0.0,8.1,0.2,
273,104.991750,9.2,0.4,8.3,0.5,
274,104.991500,9.3,0.4,8.5,0.5,
275,104.991250,9.0,0.2,8.1,0.2,
276,104.991000,9.0,0.3,8.1,0.5,
277,104.990750,8.7,0.0,7.8,-0.3,
278,104.990500,8.7,0.0,7.8,0.1,
279,104.990250,9.2,0.8,8.5,0.9,
280,104.990000,9.3,0.5,8.6,0.5,
281,104.989750,9.2,0.2,8.5,0.3,
282,104.989500,9.2,0.2,8.5,0.2,
283,104.989250,9.6,0.7,9.0,0.6,
284,104.989000,9.4,0.5,8.9,0.3,
285,104.988750,9.4,0.5,8.9,0.3,
286,104.988500,9.5,0.7,9.1,0.5,
287,104.988250,9.3,0.8,9.0,0.5,
288,104.988000,9.2,0.7,8.9,0.4,
289,104.987750,9.2,0.5,8.8,0.3,
290,104.987500,9.0,0.4,8.6,0.2,
291,104.987250,9.1,0.4,8.6,0.2,
292,104.987000,9.1,0.3,8.7,0.2,
293,104.986750,9.1,0.1,8.5,0.1,
294,104.986500,9.1,0.3,8.5,0.2,
295,104.986250,9.2,0.0,8.6,0.0,
296,104.986000,9.3,0.0,8.6,0.1,
297,104.985750,9.3,0.3,8.6,0.3,
298,104.985500,9.3,0.3,8.5,0.4,
299,104.985250,9.3,0.4,8.5,0.5,
300,104.985000,9.2,0.3,8.2,0.4,
301,104.984750,9.2,0.4,8.3,0.5,
302,104.984500,8.9,0.3,8.0,0.4,
303,104.984250,8.9,0.4,8.0,0.4,
304,104.984000,8.9,0.5,8.1,0.6,
305,104.983750,8.6,0.4,7.8,0.4,
306,104.983500,8.4,0.2,7.7,0.3,
307,104.983250,8.7,0.4,8.1,0.5,
308,104.983000,8.5,0.4,8.0,0.5,
309,104.982750,8.6,0.5,8.0,0.5,
310,104.982500,8.7,0.4,8.2,0.5,
311,104.982250,9.0,0.4,8.4,0.4,
312,104.982000,9.0,0.3,8.4,0.3,
313,104.981750,9.3,0.6,8.6,0.6,
314,104.981500,9.1,0.4,8.5,0.4,
315,104.981250,9.1,0.4,8.5,0.3,
316,104.981000,9.3,0.4,8.7,0.5,
317,104.980750,9.1,0.4,8.4,0.3,
318,104.980500,9.3,0.5,8.6,0.3,
319,104.980250,9.6,1.0,9.1,0.8,
320,104.980000,9.3,0.5,8.7,0.3,
321,104.979750,9.5,0.7,9.0,0.4,
322,104.979500,9.7,0.8,9.2,0.6,
323,104.979250,9.1,0.5,8.5,0.4,
324,104.979000,9.1,0.5,8.5,0.3,
325,104.978750,9.0,0.8,8.5,0.6,
326,104.978500,8.8,0.5,8.3,0.4,
327,104.978250,8.5,0.3,8.0,0.3,
328,104.978000,8.4,0.1,7.9,0.1,
329,104.977750,8.3,0.3,7.8,0.3,
330,104.977500,8.3,0.3,7.7,0.4,
331,104.977250,8.1,0.0,7.4,0.2,
332,104.977000,8.2,0.0,7.5,0.1,
333,104.976750,8.2,0.0,7.5,0.2,
334,104.976500,8.1,0.0,7.4,-0.0,
335,104.976250,8.4,0.0,7.8,0.3,
336,104.976000,8.3,0.0,7.6,0.3,
337,104.975750,8.3,0.0,7.7,0.1,
338,104.975500,8.6,0.2,7.9,0.3,
339,104.975250,8.6,0.1,7.9,0.2,
340,104.975000,8.6,0.0,7.7,0.0,
341,104.974750,8.8,0.2,7.9,0.3,
342,104.974500,9.0,0.2,8.0,0.3,
343,104.974250,9.1,0.0,8.1,0.1,
344,104.974000,9.1,0.3,8.1,0.4,
345,104.973750,8.8,0.2,8.1,0.3,
346,104.973500,8.8,0.1,7.9,0.1,
347,104.973250,8.6,0.1,7.8,0.2,
348,104.973000,8.6,0.2,7.7,0.3,
349,104.972750,8.4,0.1,7.6,0.3,
350,104.972500,8.0,0.0,7.2,0.2,
351,104.972250,7.8,0.0,6.8,0.2,
352,104.972000,7.8,0.1,6.8,0.3,
353,104.971750,7.7,0.0,6.7,0.2,
354,104.971500,7.7,0.0,6.7,0.1,
355,104.971250,7.7,0.0,6.7,0.1,
356,104.971000,7.9,0.0,6.8,0.2,
357,104.970750,8.1,0.2,7.2,0.4,
358,104.970500,8.2,0.1,7.3,0.2,
359,104.970250,8.3,0.2,7.4,0.3,
360,104.970000,8.4,0.2,7.6,0.3,
361,104.969750,8.5,0.3,7.8,0.4,
362,104.969500,8.5,0.2,7.7,0.4,
363,104.969250,8.4,0.2,7.6,0.3,
364,104.969000,8.4,0.2,7.6,0.3,
365,104.968750,8.3,0.4,7.5,0.5,
366,104.968500,8.3,0.2,7.5,0.3,
367,104.968250,8.2,0.2,7.5,0.2,
368,104.968000,8.4,0.4,7.7,0.4,
369,104.967750,8.3,0.3,7.7,0.3,
370,104.967500,8.4,0.3,7.7,0.3,
371,104.967250,8.5,0.5,7.9,0.5,
372,104.967000,8.6,0.6,8.2,0.4,
373,104.966750,8.7,0.6,8.1,0.3,
374,104.966500,8.8,0.8,8.3,0.5,
375,104.966250,8.8,0.7,8.3,0.4,
376,104.966000,8.8,0.5,8.2,0.3,
377,104.965750,8.8,0.8,8.3,0.5,
378,104.965500,8.8,1.0,8.3,0.7,
379,104.965250,8.7,0.8,8.1,0.6,
380,104.965000,8.6,0.8,8.1,0.6,
381,104.964750,8.4,0.9,7.9,0.6,
382,104.964500,8.2,0.5,7.7,0.4,
383,104.964250,8.1,0.4,7.5,0.3,
384,104.964000,8.0,0.1,7.3,0.1,
385,104.963750,8.0,0.0,7.2,-0.1,
386,104.963500,8.1,0.4,7.4,0.4,
387,104.963250,8.2,0.2,7.4,0.3,
388,104.963000,8.0,0.0,7.1,0.1,
389,104.962750,8.0,0.0,7.0,0.2,
