Track Name,,Line name,1141219NKLUP,Report Name,Wear_left,Operator,
Starting Km,100.300,Ending Km,,Track Direction, increase
Wavelength, , Measurement Date, 2025.12.20, Measurement Time, 01:31:53

check,mile(Km),W1/L,W2/L,W3/L,W4/L,ID
362,100.390500,4.8,0.8,4.1,0.9,
363,100.390750,4.6,0.0,3.9,0.2,
364,100.391000,4.7,0.0,3.9,0.2,
365,100.391250,4.7,0.2,3.9,0.4,
366,100.391500,4.7,0.0,3.9,0.3,
367,100.391750,4.9,0.0,4.0,0.2,
368,100.392000,5.1,0.6,4.4,0.7,
369,100.392250,4.9,0.0,3.9,0.2,
370,100.392500,5.0,0.1,4.0,0.2,
371,100.392750,4.9,0.8,4.3,0.9,
372,100.393000,4.9,0.0,4.1,0.2,
373,100.393250,4.9,0.0,4.0,0.2,
374,100.393500,5.1,1.0,4.6,1.1,
375,100.393750,4.9,0.0,4.0,0.2,
376,100.394000,4.9,0.0,4.0,0.2,
377,100.394250,5.0,0.9,4.4,1.0,
378,100.394500,4.9,0.0,4.1,0.3,
379,100.394750,5.0,0.1,4.1,0.3,
380,100.395000,5.0,0.1,4.2,0.4,
381,100.395250,5.2,0.0,4.2,0.1,
382,100.395500,5.6,0.0,4.7,0.3,
383,100.395750,5.8,0.1,4.7,0.8,
384,100.396000,6.5,0.9,5.7,1.4,
385,100.396250,5.6,0.2,4.6,0.5,
386,100.396500,5.0,0.9,4.3,1.0,
387,100.396750,4.8,0.1,4.0,0.3,
388,100.397000,4.9,0.0,4.0,0.2,
389,100.397250,4.9,0.4,4.1,0.8,
390,100.397500,5.0,0.0,4.0,0.3,
391,100.397750,5.1,0.2,4.1,0.3,
392,100.398000,5.1,0.0,4.1,0.3,
393,100.398250,5.0,0.0,4.0,0.0,
394,100.398500,5.2,0.0,4.1,0.2,
395,100.398750,5.2,0.7,4.5,0.9,
396,100.399000,5.0,0.0,3.9,0.1,
397,100.399250,5.2,0.0,4.1,0.1,
398,100.399500,5.3,0.5,4.3,0.9,
399,100.399750,5.2,0.1,4.3,0.3,
400,100.400000,5.1,0.0,4.0,0.1,
401,100.400250,5.1,0.6,4.3,0.7,
402,100.400500,5.1,0.0,4.0,0.1,
403,100.400750,5.2,0.0,4.2,0.2,
