線路名稱,1141223SSLDN,線路行別,下行,報表名稱,超限報表,測量人員,NoName
開始里程,107.89974975585938,結束里程,97.3835220336914,里程增減,里程減
波長,25米-3米波長,測量日期,2025.12.24,測量時刻,02:24:53

位置(Km),位置(m),超限類型,峰值(mm),長度(m),超限等級,線形(直/緩/曲),速度(km/h),檢測標準(mm),
107.000,736.478,軌距,-20.502,1.745,2,直線,17.967,21.9:-9.9
107.000,711.498,右軌向,-10.468,3.744,1,直線,17.738,7.9:-7.9
107.000,431.246,左軌向,-15.725,3.744,1,圓曲,18.138,7.9:-7.9
107.000,230.487,左軌向,15.641,3.270,1,圓曲,18.462,7.9:-7.9
107.000,244.242,超高,77.532,4.500,2,直線,21.266,15.9:-15.9
107.000,222.245,左軌向,45.762,9.504,2,圓曲,21.266,15.9:-15.9
107.000,54.988,左軌向,15.874,174.765,1,直線,18.730,7.9:-7.9
106.000,979.727,超高,-15.846,2.259,1,直線,20.026,7.9:-7.9
106.000,953.228,左軌向,-8.044,152.745,1,圓曲,19.054,7.9:-7.9
106.000,916.493,超高,-15.889,153.491,1,圓曲,17.795,7.9:-7.9
106.000,949.485,左軌向,-15.328,4.499,1,圓曲,18.920,7.9:-7.9
106.000,841.002,左軌向,-11.635,11.256,1,圓曲,13.292,7.9:-7.9
106.000,812.001,右軌向,-7.963,3.481,1,圓曲,10.907,7.9:-7.9
106.000,873.500,超高,-41.326,8.011,2,直線,16.177,15.9:-15.9
106.000,806.498,超高,-15.481,5.503,1,圓曲,10.771,7.9:-7.9
106.000,759.752,超高,15.761,177.751,1,直線,11.253,7.9:-7.9
106.000,725.499,左軌向,15.852,3.518,1,圓曲,11.660,7.9:-7.9
106.000,699.245,左軌向,15.830,167.002,1,圓曲,11.730,7.9:-7.9
106.000,725.003,右軌向,15.823,170.995,1,圓曲,11.749,7.9:-7.9
106.000,694.749,左軌向,15.709,7.261,1,圓曲,11.801,7.9:-7.9
106.000,687.242,左軌向,16.391,9.754,2,圓曲,11.838,15.9:-15.9
106.000,682.496,右軌向,16.524,3.496,2,圓曲,11.876,15.9:-15.9
106.000,679.746,右軌向,16.149,2.006,2,圓曲,11.885,15.9:-15.9
106.000,683.500,左軌向,15.820,2.256,1,圓曲,12.820,7.9:-7.9
103.000,946.009,右軌向,-9.535,96.261,1,直線,16.576,7.9:-7.9
103.000,922.247,左軌向,-8.901,29.507,1,直線,15.624,7.9:-7.9
103.000,179.990,超高,8.651,4.998,1,直線,15.815,7.9:-7.9
103.000,117.508,左軌向,-8.175,28.243,1,直線,15.052,7.9:-7.9
102.000,331.009,右軌向,-15.677,3.262,1,圓曲,15.830,7.9:-7.9
102.000,308.758,左軌向,-16.389,3.504,2,圓曲,15.865,15.9:-15.9
102.000,312.254,右軌向,-21.665,1.749,2,圓曲,16.385,15.9:-15.9
102.000,354.762,超高,-91.868,1.993,2,直線,16.631,15.9:-15.9
102.000,240.760,右軌向,-15.733,3.751,1,圓曲,16.746,7.9:-7.9
101.000,626.246,超高,15.541,3.751,1,直線,18.310,7.9:-7.9
101.000,607.760,右軌向,15.831,4.017,1,圓曲,18.713,7.9:-7.9
